id,host_id,neighbourhood,latitude,longitude,room_type,price,distance_to_center,zone
699158407410247800,474934695,BUENOS AIRES - VENEZIA,45.4842098,9.2155099,Entire home/apt,134,2.96,2
699163737028237300,134354314,SARPI,45.48411,9.17252,Entire home/apt,116,2.63,2
699230932503543400,14743308,PADOVA,45.49855,9.22147,Entire home/apt,87,4.52,4
699340259491205500,360624373,DUOMO,45.47161819999999,9.1952892,Entire home/apt,314,0.91,1
699650597960994400,143457324,LODI - CORVETTO,45.44353,9.21518,Entire home/apt,400,3,2
699654532058281900,16366171,VIGENTINA,45.4493512,9.1946417,Entire home/apt,88,1.68,2
699712719064997800,106056846,PORTA ROMANA,45.4495557,9.2015797,Entire home/apt,118,1.84,2
699758320667621200,476340937,BUENOS AIRES - VENEZIA,45.484170399999996,9.2221696,Entire home/apt,350,3.32,3
699786456053887600,153879253,GUASTALLA,45.4627,9.19928,Entire home/apt,67,0.7,1
699790768159305700,35653138,DERGANO,45.504595428018554,9.176728515992991,Entire home/apt,80,4.63,4
699798587992279e3,21868238,NAVIGLI,45.45026871859413,9.16675653522048,Entire home/apt,466,2.42,2
699800445879151400,154144241,DUOMO,45.46139,9.18056,Entire home/apt,1045,0.84,1
699803681102813300,154144241,DUOMO,45.46035,9.19253,Entire home/apt,296,0.45,1
699829397644920300,71431415,NIGUARDA - CA' GRANDA,45.51053,9.19888,Private room,86,5.2,4
699837461337622e3,16366171,DUOMO,45.465863,9.1774583,Entire home/apt,189,1.04,1
699884228510362400,16366171,DUOMO,45.465863,9.1774583,Entire home/apt,178,1.04,1
699922842596678700,65357120,PADOVA,45.50121,9.22242,Entire home/apt,66,4.81,4
699929070294938100,60718025,STADERA,45.43541806382431,9.175031782127627,Private room,100,3.42,3
699933097208445600,14743308,CENTRALE,45.49698,9.21681,Entire home/apt,91,4.19,3
699960810619642900,158317747,BUENOS AIRES - VENEZIA,45.48193,9.21094,Entire home/apt,119,2.54,2
700105675185403400,46474190,ISOLA,45.489744372954874,9.183688501359844,Entire home/apt,115,2.9,2
700319844282454800,7827606,GUASTALLA,45.45742,9.2038,Entire home/apt,200,1.28,1
700428514714383500,192537623,DE ANGELI - MONTE ROSA,45.4821511,9.1454813,Entire home/apt,94,4.05,3
700451661929762600,16366171,DUOMO,45.465863,9.1774583,Entire home/apt,171,1.04,1
700493536871567700,22272013,WASHINGTON,45.46510719834109,9.156418181955814,Entire home/apt,101,2.67,2
700516947726693500,16366171,DUOMO,45.465863,9.1774583,Entire home/apt,163,1.04,1
700521312565923800,11844869,STADERA,45.4349129,9.1726052,Entire home/apt,58,3.55,3
700549876971435e3,64539367,SELINUNTE,45.4706983,9.1319194,Entire home/apt,151,4.64,4
700558212764071800,16366171,DUOMO,45.465863,9.1774583,Entire home/apt,152,1.04,1
700578284208218800,16366171,PORTELLO,45.4845541,9.1587013,Entire home/apt,80,3.37,3
700578413537737900,27467789,BUENOS AIRES - VENEZIA,45.47878338010311,9.203771911561487,Entire home/apt,130,1.92,2
700579667195677300,158317747,TICINESE,45.45548,9.17974,Entire home/apt,156,1.29,1
700580113559533800,84392340,TICINESE,45.4551686,9.1803687,Entire home/apt,208,1.28,1
700586410064557e3,16366171,DUOMO,45.465863,9.1774583,Entire home/apt,155,1.04,1
700599562368910200,476524810,BRERA,45.47504560918832,9.18303281468046,Entire home/apt,137,1.34,1
700629883328603500,5053160,DUOMO,45.4628843,9.1868186,Entire home/apt,283,0.33,1
700650176033418800,415423730,PAGANO,45.4767,9.16996,Entire home/apt,130,2.13,2
700675715375947100,476546279,PORTA ROMANA,45.4499925,9.2028656,Private room,86,1.85,2
700689103761875800,169560573,BUENOS AIRES - VENEZIA,45.4700817,9.2131111,Entire home/apt,345,1.88,2
700841448543135400,108143695,SELINUNTE,45.47356009389229,9.14150755092622,Entire home/apt,140,3.97,3
701103629211538e3,308109801,TICINESE,45.45206,9.18329,Entire home/apt,249,1.46,1
701154672479089500,18593362,XXII MARZO,45.46645,9.21549,Entire home/apt,64,1.96,2
701154890957705100,425869410,ISOLA,45.48719,9.18453,Entire home/apt,184,2.6,2
701174569176429e3,18593362,NAVIGLI,45.45235,9.17428,Entire home/apt,87,1.83,2
701197405425364200,18593362,CENTRALE,45.48279,9.19946,Entire home/apt,83,2.18,2
701230258125236e3,427890528,BUENOS AIRES - VENEZIA,45.4818175,9.2184679,Entire home/apt,93,2.93,2
701232873126211500,18593362,CORSICA,45.46515,9.23044,Entire home/apt,53,3.12,3
701272184461371500,44089517,LODI - CORVETTO,45.4394263,9.2273729,Entire home/apt,140,3.98,3
701294053488465300,4365080,AFFORI,45.5163222,9.1696762,Entire home/apt,112,6.03,5
701324961507747600,401843367,CITTA' STUDI,45.47107,9.23469,Entire home/apt,102,3.53,3
701329374683573100,139274111,GUASTALLA,45.46315242063306,9.20582178980112,Private room,110,1.2,1
701342057717908e3,140441226,BAGGIO,45.46170844885963,9.094176780950942,Private room,47,7.53,6
701349540858204300,474506568,BUENOS AIRES - VENEZIA,45.47633,9.20942,Private room,175,2,2
701350151659454100,28793359,BUENOS AIRES - VENEZIA,45.4762211,9.2179263,Entire home/apt,156,2.52,2
701374199081704200,115921973,NAVIGLI,45.45074594836277,9.171579796716784,Entire home/apt,184,2.11,2
701428697692886300,21114687,TICINESE,45.45132,9.18133,Entire home/apt,159,1.6,2
7.0148001123479194e+17,135994487,S. CRISTOFORO,45.44308370230861,9.154116549795123,Entire home/apt,80,3.69,3
701497800459096300,4015119,VIALE MONZA,45.5193691,9.2235772,Entire home/apt,150,6.66,5
701497847184812500,4015119,WASHINGTON,45.4563,9.15513,Entire home/apt,300,2.9,2
701813116121534300,18593362,XXII MARZO,45.45841,9.21014,Entire home/apt,317,1.66,2
701822690220470100,639890,UMBRIA - MOLISE,45.44936826021784,9.21791528095094,Entire home/apt,200,2.7,2
701839208018137500,476771351,VILLAPIZZONE,45.49492,9.14746,Entire home/apt,71,4.8,4
701873183946410500,18593362,DE ANGELI - MONTE ROSA,45.47493,9.14873,Entire home/apt,64,3.48,3
701873615340615700,232047588,MECENATE,45.4524085,9.2431899,Entire home/apt,140,4.31,3
701908351200832e3,30344727,DUOMO,45.46612,9.18155,Entire home/apt,126,0.74,1
701909829163197600,21754562,VILLAPIZZONE,45.4920607,9.148994,Entire home/apt,64,4.49,3
701974635230978700,36788421,FARINI,45.49422939999999,9.1815992,Entire home/apt,115,3.42,3
702008353392384e3,18593362,MAGGIORE - MUSOCCO,45.51122,9.10528,Entire home/apt,66,8.47,6
702012574692358300,66687425,VIALE MONZA,45.51230998599616,9.225345465606685,Entire home/apt,104,6.01,5
702030033062283800,3605485,LORETO,45.495303977328774,9.218303464282805,Entire home/apt,85,4.09,3
702038271312598800,372873470,ISOLA,45.4903855,9.1993845,Entire home/apt,108,3,2
702038321391068900,18622200,BUENOS AIRES - VENEZIA,45.48072,9.22035,Entire home/apt,300,2.97,2
702576852011546400,91662372,SARPI,45.47844,9.17275,Private room,115,2.11,2
702599440905300600,409818269,CORSICA,45.467,9.22402,Entire home/apt,161,2.63,2
702704470816798200,13632824,TORTONA,45.45731,9.16109,Entire home/apt,150,2.42,2
702766246691392100,133586457,TICINESE,45.44522911468515,9.183419023053611,Entire home/apt,80,2.18,2
702869400213737700,249816620,DERGANO,45.5026353,9.1785785,Entire home/apt,83,4.38,3
703217618065822300,11685786,VIALE MONZA,45.511053,9.21868,Entire home/apt,127,5.66,4
703234694832638800,17419362,CITTA' STUDI,45.47345,9.23168,Entire home/apt,113,3.37,3
703239606745635700,477031862,SELINUNTE,45.46989003882607,9.132333004893493,Entire home/apt,65,4.59,4
703405771015440600,246293,BAGGIO,45.46473,9.0865,Entire home/apt,70,8.12,6
703420288207943300,20724218,BUENOS AIRES - VENEZIA,45.4718846,9.207118,Entire home/apt,250,1.55,2
703464676071006e3,113205648,LODI - CORVETTO,45.4386282,9.2297397,Entire home/apt,113,4.18,3
703536674266142100,477091102,TORTONA,45.4547963,9.1608583,Entire home/apt,300,2.54,2
703555142049189800,474116891,TORTONA,45.4545,9.15799,Private room,116,2.76,2
703573970652784800,112286828,BUENOS AIRES - VENEZIA,45.4788596,9.2045143,Entire home/apt,165,1.96,2
703590962661230800,477104496,PORTA ROMANA,45.450679,9.206853,Entire home/apt,98,1.97,2
703634540466794200,288646931,CITTA' STUDI,45.48219,9.23783,Private room,195,4.2,3
703659622959227900,433414779,BUENOS AIRES - VENEZIA,45.48000098104225,9.204638675045652,Entire home/apt,152,2.08,2
703975619996223100,18593362,GARIBALDI REPUBBLICA,45.486,9.19759,Entire home/apt,95,2.49,2
703981361171073400,18593362,MAGGIORE - MUSOCCO,45.5076,9.10493,Entire home/apt,63,8.25,6
703985674439471500,18593362,MAGGIORE - MUSOCCO,45.50966,9.10465,Entire home/apt,61,8.4,6
704013917781107700,467053347,MECENATE,45.45384,9.24237,Entire home/apt,300,4.21,3
704022369912441e3,30529308,NAVIGLI,45.44739,9.16322,Entire home/apt,124,2.84,2
704060865862721500,19675913,LORETO,45.4918916953192,9.2244768887758255,Entire home/apt,84,4.06,3
704081741808372e3,4417813,UMBRIA - MOLISE,45.4462345,9.2172045,Entire home/apt,88,2.88,2
704089795364718700,17185831,SCALO ROMANA,45.43576,9.21228,Entire home/apt,100,3.59,3
704092277888936700,13555828,PADOVA,45.49961,9.2249,Entire home/apt,90,4.77,4
704094554354671500,361003009,NAVIGLI,45.45055,9.17663,Private room,106,1.87,2
704130152108963100,28454087,PARCO FORLANINI - ORTICA,45.47032,9.24404,Private room,60,4.23,3
704152492657678e3,19938252,GUASTALLA,45.4618644,9.2000704,Entire home/apt,139,0.79,1
704215304318875900,410078440,BARONA,45.42756,9.15243,Entire home/apt,180,5.05,4
704222163236494800,2398983,LAMBRATE,45.47089,9.24085,Private room,50,4,3
704258688307581700,404746341,CENTRALE,45.48788649999999,9.2087601,Private room,100,3,2
704279461820704800,31028865,PARCO LAMBRO - CIMIANO,45.496,9.23684,Entire home/apt,126,5.06,4
704298430409739100,58297326,MAGENTA - S. VITTORE,45.45993,9.17449,Entire home/apt,890,1.34,1
704349362017958700,95422933,TICINESE,45.45059939999999,9.1797783,Entire home/apt,159,1.73,2
704363029852674600,84318304,MECENATE,45.4499041,9.2532315,Entire home/apt,110,5.15,4
704363792705081900,7805916,PAGANO,45.47318,9.15601,Private room,200,2.88,2
704378006222499600,95410671,DERGANO,45.4998954,9.1832658,Entire home/apt,99,4.02,3
704412387669707600,53705868,XXII MARZO,45.45746717976509,9.205845363273117,Entire home/apt,110,1.41,1
704462206323194100,14743308,CENTRALE,45.4887,9.21022,Entire home/apt,116,3.13,3
704693372723643300,33588522,TICINESE,45.44726,9.18371,Private room,63,1.96,2
704733173857260700,161550730,STADERA,45.43544484302129,9.171322787033072,Entire home/apt,130,3.53,3
704738797238728200,4417813,GIAMBELLINO,45.4528039,9.1460242,Entire home/apt,120,3.7,3
704780630366681300,15096027,XXII MARZO,45.4638536,9.213303,Entire home/apt,125,1.78,2
704805484145131400,51228480,TICINESE,45.4500852,9.1801036,Entire home/apt,151,1.77,2
704806755490929300,477352286,LORETO,45.4921757,9.228939,Entire home/apt,100,4.32,3
704860408021876600,138138,DUOMO,45.46048520359006,9.185433173016357,Entire home/apt,84,0.57,1
704907894973817600,27901311,VILLAPIZZONE,45.49503079999999,9.1469998,Entire home/apt,95,4.83,4
705042452531219600,70288211,CITTA' STUDI,45.4804859,9.2355491,Entire home/apt,157,3.95,3
705422187362939e3,101752861,CITTA' STUDI,45.4839857,9.2367786,Private room,90,4.23,3
705462570228450800,476642362,SCALO ROMANA,45.4369582,9.2172031,Entire home/apt,70,3.68,3
705483485023971800,50587795,TICINESE,45.454864401576245,9.174884543860388,Entire home/apt,100,1.6,2
705502351455786100,51228480,CENTRALE,45.4920746,9.2045743,Entire home/apt,151,3.29,3
705511417485925400,73509709,BUENOS AIRES - VENEZIA,45.47351,9.2203,Private room,90,2.54,2
705527523296104400,427739807,S. CRISTOFORO,45.4471888,9.1549512,Entire home/apt,70,3.36,3
705551566730502400,41021603,GRECO,45.49709,9.21306,Private room,75,4.06,3
705556193558640600,78501954,WASHINGTON,45.4618,9.15525,Entire home/apt,130,2.77,2
705600922579881300,186815395,TORTONA,45.45516050000001,9.1563396,Private room,80,2.85,2
705622454913897e3,21951616,ISOLA,45.48637360000001,9.1860636,Entire home/apt,184,2.49,2
705629262798487200,2247257,GRECO,45.50325489999999,9.2031018,Entire home/apt,178,4.46,3
705638610156048e3,376246294,BUENOS AIRES - VENEZIA,45.48384,9.21413,Entire home/apt,175,2.86,2
705642916046483800,477527153,XXII MARZO,45.46277,9.22297,Entire home/apt,85,2.54,2
7.0565097601794394e+17,7516150,CENTRALE,45.4876817,9.2010613,Entire home/apt,264,2.74,2
705670037839871900,336047354,BUENOS AIRES - VENEZIA,45.47758,9.20421,Entire home/apt,850,1.83,2
705716439562201600,63888617,BUENOS AIRES - VENEZIA,45.47085170085108,9.211217388510704,Entire home/apt,146,1.78,2
705719174463904800,105335668,CITTA' STUDI,45.48598,9.22965,Entire home/apt,211,3.9,3
705728219423764600,91123693,TORTONA,45.45064,9.15689,Entire home/apt,150,3.03,3
705736298610648700,44327814,MAGENTA - S. VITTORE,45.4572707,9.1726763,Entire home/apt,123,1.59,2
705812977271258600,475873560,NIGUARDA - CA' GRANDA,45.5185876,9.1922853,Entire home/apt,255,6.06,5
705892039569953500,14743308,GARIBALDI REPUBBLICA,45.48503,9.18689,Entire home/apt,257,2.34,2
706220176417381800,289586598,MAGGIORE - MUSOCCO,45.50654737926611,9.103997939703357,Entire home/apt,113,8.24,6
706231238008010500,348399101,QUARTO CAGNINO,45.4719809944702,9.115794777839824,Entire home/apt,131,5.9,4
706289235308673300,4365080,DE ANGELI - MONTE ROSA,45.4707124,9.1484527,Entire home/apt,138,3.37,3
706310062725336700,127046299,UMBRIA - MOLISE,45.45443,9.217,Entire home/apt,99,2.33,2
706325159630047700,171417881,MACIACHINI - MAGGIOLINA,45.49673,9.19474,Entire home/apt,135,3.64,3
706339104545991300,20727080,BUENOS AIRES - VENEZIA,45.4786,9.20339,Entire home/apt,103,1.89,2
706377869896207500,30061893,TICINESE,45.44854,9.18277,Private room,85,1.84,2
706404355949367300,10422054,CITTA' STUDI,45.482932082101115,9.226941729675046,Entire home/apt,150,3.52,3
706436647811020800,14129877,DUOMO,45.45802,9.19153,Entire home/apt,184,0.69,1
706461803990002700,477697018,STADERA,45.4238616,9.1766815,Entire home/apt,59,4.62,4
706621260460885100,105696865,CENTRALE,45.48952,9.20363,Entire home/apt,150,3,2
706874423597229600,467440104,VIALE MONZA,45.51975,9.22587,Private room,48,6.77,5
706908312310755e3,15887736,BRERA,45.47062,9.18518,Entire home/apt,439,0.83,1
706929586024159400,4417813,BANDE NERE,45.4527254,9.1444441,Entire home/apt,96,3.82,3
706969821363534600,17306324,BRERA,45.472754431673046,9.189633664061688,Entire home/apt,450,0.96,1
706992355736540900,144782160,GALLARATESE,45.49821934990743,9.110962115228176,Entire home/apt,59,7.28,5
707080395569747100,24525729,GHISOLFA,45.49066,9.16492,Entire home/apt,115,3.56,3
707085626177137700,477819141,ROGOREDO,45.43556,9.2459,Entire home/apt,5555,5.37,4
707085779811642400,477818904,BRERA,45.4777732,9.1850167,Entire home/apt,189,1.57,2
707089015038750100,16366171,BRERA,45.4713661,9.1843212,Entire home/apt,144,0.94,1
707115220858798500,32259734,CITTA' STUDI,45.48539,9.22836,Private room,64,3.78,3
707175416801056300,1296653,NAVIGLI,45.44967,9.17388,Entire home/apt,1000,2.08,2
707625983576831400,22600460,DUOMO,45.4598,9.18021,Entire home/apt,200,0.94,1
707675712486138100,34218749,TRE TORRI,45.4750158,9.1549295,Private room,300,3.03,3
707749068986891300,477941147,LORETO,45.49484,9.22258,Entire home/apt,145,4.23,3
707773525415450400,414262780,BUENOS AIRES - VENEZIA,45.4684095239612,9.220536914878997,Entire home/apt,78,2.39,2
707821524002683e3,95410671,DERGANO,45.49949,9.18236,Shared room,50,3.98,3
707825556402700300,36562791,VIALE MONZA,45.50665,9.23195,Private room,41,5.73,4
707865382932270500,477198740,XXII MARZO,45.4593901,9.2108487,Entire home/apt,400,1.67,2
707910261358870800,33586819,SELINUNTE,45.46917,9.13938,Entire home/apt,75,4.03,3
707935474605664100,8101807,BUENOS AIRES - VENEZIA,45.47057,9.20853,Private room,76,1.57,2
707957779517745200,256800175,LAMBRATE,45.48489,9.24516,Entire home/apt,107,4.85,4
707984139540499500,477528318,PORTA ROMANA,45.45076,9.20746,Entire home/apt,78,1.99,2
708018206579773600,35159638,DERGANO,45.50395,9.17863,Private room,70,4.52,4
708341800959781600,27775401,BANDE NERE,45.46688,9.13007,Entire home/apt,110,4.73,4
708343732169210500,201248563,VILLAPIZZONE,45.49939,9.15169,Entire home/apt,160,4.96,4
708377482289100900,468616430,BUENOS AIRES - VENEZIA,45.47758,9.20535,Entire home/apt,180,1.89,2
708380286459329800,477347730,LODI - CORVETTO,45.435416018623926,9.23449695110321,Entire home/apt,111,4.69,4
708381639414675800,87231267,PORTELLO,45.4883817,9.1527949,Private room,113,3.99,3
708385059815982200,6073727,SARPI,45.48265,9.17944,Entire home/apt,114,2.23,2
708431667428351200,19328098,ISOLA,45.48845,9.19531,Entire home/apt,136,2.73,2
708489431785440100,478080628,TICINESE,45.44459,9.1823,Entire home/apt,80,2.27,2
708505904128892e3,168148487,GUASTALLA,45.47075,9.2038,Private room,240,1.27,1
708565592235085200,467034334,GUASTALLA,45.46741,9.20622,Entire home/apt,600,1.27,1
708600039708860300,5998412,GHISOLFA,45.49114546560136,9.166242443025112,Entire home/apt,102,3.55,3
708612286567373600,14414643,BUENOS AIRES - VENEZIA,45.47592,9.20263,Private room,193,1.61,2
708627420943854100,26747484,BRERA,45.468,9.18506,Entire home/apt,151,0.6,1
708667387374479400,468863719,NAVIGLI,45.4473421,9.1610166,Private room,140,2.97,2
708711712116711800,141710673,BRUZZANO,45.52386,9.17669,Entire home/apt,150,6.73,5
708922624956083300,9601276,BRERA,45.47846,9.19242,Private room,115,1.6,2
709018536041815300,51204813,LORETO,45.48806,9.22774,Entire home/apt,180,3.94,3
70906176246162e4,30656465,XXII MARZO,45.46563005668349,9.209036223278794,Private room,105,1.45,1
709099285332952600,88088767,UMBRIA - MOLISE,45.45139168322105,9.22341339290142,Entire home/apt,95,2.93,2
709133653750558500,12231672,WASHINGTON,45.460590695692474,9.15934144722615,Private room,200,2.47,2
709160136611135900,154144241,DUOMO,45.46426,9.1882,Entire home/apt,308,0.18,1
709166806485584400,154144241,DUOMO,45.45901,9.19259,Entire home/apt,268,0.6,1
709168866629425700,133098881,XXII MARZO,45.46419,9.20798,Entire home/apt,300,1.36,1
709169517124666900,154144241,DUOMO,45.46253,9.19075,Entire home/apt,262,0.18,1
709180629173462400,314242249,MACIACHINI - MAGGIOLINA,45.50367239931341,9.19405448042601,Entire home/apt,116,4.4,3
709206150326072700,38349927,SARPI,45.48445,9.17745,Entire home/apt,450,2.48,2
709239851017488400,30981349,CENTRALE,45.4921557,9.2077885,Entire home/apt,100,3.39,3
709240800093383700,42692034,GHISOLFA,45.48932,9.1651,Entire home/apt,132,3.43,3
709261790678437200,395283712,NAVIGLI,45.44808,9.16377,Entire home/apt,573,2.76,2
70926226965237e4,83294122,DUOMO,45.4652,9.19487,Entire home/apt,299,0.35,1
709274933603696500,16366171,LORETO,45.4892045,9.2259915,Entire home/apt,76,3.92,3
709280894733645200,478242587,CENTRALE,45.491314,9.2072652,Entire home/apt,100,3.29,3
709293188314432400,155414399,SELINUNTE,45.46822,9.14384,Entire home/apt,99,3.68,3
709298219501257600,1426462,GHISOLFA,45.49182,9.16238,Private room,140,3.78,3
709428538851326500,283948252,VIALE MONZA,45.510764891760175,9.218931086361408,Entire home/apt,186,5.64,4
709464612598228200,107936897,DE ANGELI - MONTE ROSA,45.4769836,9.1495425,Entire home/apt,58,3.5,3
709477428106254200,16871288,WASHINGTON,45.45743,9.15392,Entire home/apt,101,2.96,2
709695727130669200,23729884,FARINI,45.49589458589049,9.17430067656636,Private room,111,3.75,3
709766029310024400,247912254,LAMBRATE,45.4816292,9.2436421,Entire home/apt,311,4.58,4
709789606942088400,37318637,BUENOS AIRES - VENEZIA,45.4814006,9.2142455,Entire home/apt,144,2.66,2
709850287306139800,14093366,GRECO,45.49723,9.21175,Entire home/apt,131,4.03,3
709857978328538400,5413904,UMBRIA - MOLISE,45.4486,9.22168,Entire home/apt,81,2.99,2
709883534591054e3,36788421,DUOMO,45.46446,9.19961,Entire home/apt,167,0.71,1
709910714512616300,207382283,TICINESE,45.445193825247806,9.181618206202984,Entire home/apt,138,2.23,2
709957348459282200,9541782,TORTONA,45.45557,9.16934,Entire home/apt,120,1.91,2
709980181478110700,228350103,LORETO,45.49343,9.22145,Entire home/apt,69,4.05,3
710020398350638600,462356241,UMBRIA - MOLISE,45.45004,9.21741,Private room,100,2.62,2
710021862497707e3,81840154,SARPI,45.48236763091124,9.177031964063644,Entire home/apt,164,2.28,2
710025728297748100,84830125,BRERA,45.47931,9.1852,Entire home/apt,171,1.73,2
710040146906184200,117436119,MACIACHINI - MAGGIOLINA,45.49593,9.2038,Entire home/apt,140,3.68,3
710075545608704100,453162343,WASHINGTON,45.4628,9.16249,Private room,118,2.2,2
710090970189330700,72511248,BUENOS AIRES - VENEZIA,45.48097671689468,9.205291325603088,Entire home/apt,480,2.19,2
710099877816752e3,478422782,VIALE MONZA,45.51507,9.21575,Entire home/apt,430,6,4
710126150522647200,35796914,MAGENTA - S. VITTORE,45.46847,9.17332,Entire home/apt,142,1.43,1
710168538417301400,28413994,S. CRISTOFORO,45.44104,9.1537,Entire home/apt,56,3.86,3
710209430144278800,9089639,S. SIRO,45.47624,9.11786,Private room,100,5.83,4
710497040881802800,462354130,BUENOS AIRES - VENEZIA,45.47667,9.22123,Entire home/apt,94,2.77,2
710523159863491200,90372570,MAGGIORE - MUSOCCO,45.50986219403066,9.10455267539366,Entire home/apt,124,8.42,6
710530966884415500,4417813,DUOMO,45.45921,9.17755,Entire home/apt,136,1.16,1
710547155780718200,37783361,BRERA,45.4779624,9.1816254,Entire home/apt,221,1.68,2
710574720722160400,62605482,CENTRALE,45.48193,9.20485,Entire home/apt,285,2.27,2
710580865200021500,5047682,BRERA,45.46873,9.18294,Entire home/apt,386,0.78,1
710609875685777500,14110445,VILLAPIZZONE,45.49305,9.15289,Entire home/apt,250,4.36,3
710722799876165500,2476080,BRERA,45.4785879,9.1898541,Private room,81,1.6,2
710739459922101800,42692034,SARPI,45.47761,9.18119,Entire home/apt,260,1.66,2
710749938144139100,2510220,BRERA,45.48047,9.182876,Entire home/apt,139,1.91,2
710751082168574200,471587768,DE ANGELI - MONTE ROSA,45.4694898,9.1521769,Entire home/apt,140,3.05,3
710767097692087800,71547246,GARIBALDI REPUBBLICA,45.48316,9.19631,Entire home/apt,500,2.16,2
710795803919876e3,148102276,CITTA' STUDI,45.48403217319061,9.237383314642216,Entire home/apt,180,4.27,3
710836759629189100,185035717,BANDE NERE,45.45191,9.14086,Entire home/apt,325,4.11,3
710925602338928300,476546279,PORTA ROMANA,45.44935450000001,9.1988383,Entire home/apt,96,1.77,2
711281669878782700,4668330,ADRIANO,45.51211,9.24498,Entire home/apt,950,6.82,5
711371963156390800,478663914,DUOMO,45.46685,9.19586,Private room,820,0.51,1
711395996795542300,25655116,ISOLA,45.4883527,9.1901007,Entire home/apt,88,2.69,2
711403310190450800,478670184,TORTONA,45.45011,9.16274,Entire home/apt,80,2.68,2
711467985709863800,411245730,WASHINGTON,45.45648,9.15372,Entire home/apt,138,3,2
711472812536008400,18593362,TORTONA,45.4562,9.162,Entire home/apt,107,2.4,2
711487440749437300,478690649,MACIACHINI - MAGGIOLINA,45.49141,9.20199,Entire home/apt,150,3.16,3
711555148747413800,478706928,FARINI,45.49839,9.16507,Entire home/apt,75,4.3,3
711925665947626400,154144241,SARPI,45.4838,9.16496,Entire home/apt,240,2.96,2
711991024637806800,17465312,CITTA' STUDI,45.47062,9.23153,Entire home/apt,104,3.28,3
712047831057994600,16366171,DUOMO,45.4603296,9.1773316,Entire home/apt,63,1.12,1
712120027570612500,4417813,SARPI,45.48197,9.17434,Entire home/apt,120,2.35,2
712186156637356400,501162312,NAVIGLI,45.44493,9.1623,Entire home/apt,165,3.08,3
712189903142402800,467746051,TIBALDI,45.438138973273915,9.181002394256971,Entire home/apt,89,2.99,2
712192437718850400,33480144,NAVIGLI,45.4474,9.15926,Entire home/apt,86,3.08,3
712203617640026400,33480144,BRERA,45.47813,9.18349,Entire home/apt,153,1.65,2
712257426807233700,115906110,BUENOS AIRES - VENEZIA,45.478518,9.210443,Private room,74,2.23,2
712331736291396700,438697104,CITTA' STUDI,45.47142,9.22727,Entire home/apt,70,2.98,2
712365152093318100,13942515,NAVIGLI,45.45118,9.17769,Private room,100,1.76,2
712725033482723600,474476214,XXII MARZO,45.457606477514965,9.215290229430384,Entire home/apt,131,2.07,2
712735873183689700,31384993,PADOVA,45.49554,9.23016,Entire home/apt,150,4.66,4
712736500167309300,1207727,CENTRALE,45.48237,9.20261,Entire home/apt,140,2.23,2
712823179641178400,470996892,PORTA ROMANA,45.45285,9.20493,Entire home/apt,95,1.69,2
712845504558820400,469148760,VIALE MONZA,45.51231,9.22751,Entire home/apt,83,6.08,5
712880727735424100,478926924,BRERA,45.47684,9.18309,Entire home/apt,333,1.52,2
712890985490539e3,478929226,XXII MARZO,45.46131,9.21087,Entire home/apt,120,1.62,2
712907490701833500,149856437,COMASINA,45.5257358,9.1637569,Private room,67,7.16,5
712931630631450600,478938403,LORETO,45.48858257985846,9.231039647236695,Entire home/apt,136,4.17,3
712935924747496200,1294253,XXII MARZO,45.45924,9.20752,Private room,111,1.43,1
713091878685972200,453002814,PORTA ROMANA,45.4470023,9.2049895,Entire home/apt,168,2.22,2
713326855629396600,15311793,BRERA,45.4757,9.18371,Entire home/apt,450,1.39,1
713389785751638500,248410385,TICINESE,45.45656,9.17512,Entire home/apt,116,1.47,1
713463333496083100,410237072,GUASTALLA,45.456,9.2002,Private room,110,1.18,1
713464009631457300,282701939,STADERA,45.4277464,9.1707688,Entire home/apt,100,4.34,3
713512441167952e3,479031508,NIGUARDA - CA' GRANDA,45.51508745613872,9.194484845368972,Entire home/apt,88,5.67,4
713513039158314400,296099184,AFFORI,45.52066963014197,9.16898984181314,Entire home/apt,101,6.51,5
713533337266331e3,353707684,GARIBALDI REPUBBLICA,45.4815929,9.1882549,Entire home/apt,171,1.95,2
713581819488161800,401843367,GARIBALDI REPUBBLICA,45.48494,9.19795,Entire home/apt,116,2.38,2
713643282728151400,479059768,MACIACHINI - MAGGIOLINA,45.498779999999996,9.19648,Entire home/apt,110,3.88,3
713651111585894e3,31077086,DUOMO,45.46909,9.17999,Entire home/apt,140,0.99,1
713651226160369700,2580418,RONCHETTO SUL NAVIGLIO,45.44136,9.1341,Entire home/apt,150,5.09,4
713686728482102900,149512293,PADOVA,45.50513,9.23998,Entire home/apt,116,5.97,4
713692000294862700,76485690,BRERA,45.471159856985295,9.19193604047547,Entire home/apt,287,0.78,1
713712088404970100,479077611,BUENOS AIRES - VENEZIA,45.4682,9.21386,Entire home/apt,125,1.87,2
713765517339902300,479092339,SELINUNTE,45.46846,9.13887,Entire home/apt,180,4.06,3
713778554977002800,5104871,S. CRISTOFORO,45.44278246434929,9.154895022511482,Entire home/apt,400,3.67,3
713828872810892300,18108219,LODI - CORVETTO,45.44343,9.21341,Private room,150,2.92,2
713846815763169e3,478442647,DUOMO,45.46696,9.19953,Private room,170,0.77,1
713861028201873800,16867119,NIGUARDA - CA' GRANDA,45.51026,9.19846,Entire home/apt,73,5.17,4
