id,host_id,neighbourhood,latitude,longitude,room_type,price,distance_to_center,zone
29785671,15650217,LORETO,45.4972,9.22208,Private room,80,4.42,3
29789998,36954286,STADERA,45.42413,9.17972,Private room,23,4.54,4
29793744,219678765,VIALE MONZA,45.51982,9.22492,Entire home/apt,117,6.75,5
29796053,12673998,MAGENTA - S. VITTORE,45.45713,9.17289,Entire home/apt,80,1.59,2
29799371,439970666,NAVIGLI,45.45156,9.17067,Entire home/apt,383,2.09,2
29804876,182392510,LORETO,45.49644,9.22117,Entire home/apt,60,4.31,3
29811235,42597470,SELINUNTE,45.47557,9.13881,Private room,300,4.23,3
29812782,223873190,DUOMO,45.45929,9.19182,Private room,120,0.55,1
29815351,77528505,MAGENTA - S. VITTORE,45.45767,9.17472,Private room,1200,1.43,1
29815435,207076474,BRERA,45.4814,9.18261,Entire home/apt,234,2.01,2
29827760,6086308,BUENOS AIRES - VENEZIA,45.47901,9.20529,Private room,21,2.01,2
29836964,204945895,BRERA,45.47829,9.19331,Entire home/apt,265,1.58,2
29837481,204945895,BRERA,45.47619,9.19279,Entire home/apt,265,1.35,1
29851297,144357965,DUOMO,45.45736,9.1907,Entire home/apt,153,0.76,1
29851747,160866976,NAVIGLI,45.45107,9.17643,Entire home/apt,132,1.83,2
29855292,1641774,CANTALUPA,45.42209,9.16637,Entire home/apt,300,5.05,4
29874613,224656070,PORTA ROMANA,45.45117,9.20479,Entire home/apt,120,1.83,2
29876879,207380402,VILLAPIZZONE,45.49704,9.14062,Entire home/apt,60,5.35,4
29892373,19627447,MACIACHINI - MAGGIOLINA,45.50021,9.19768,Private room,26,4.05,3
29899450,206473443,GALLARATESE,45.50407,9.10209,Private room,30,8.21,6
29899883,624463,WASHINGTON,45.46375,9.15365,Hotel room,136,2.88,2
29902086,202293297,BUENOS AIRES - VENEZIA,45.48078,9.20882,Private room,60,2.33,2
29902420,84866061,SCALO ROMANA,45.44261,9.2115,Entire home/apt,95,2.91,2
29902764,101328826,PARCO LAMBRO - CIMIANO,45.4869301,9.2388171,Private room,107,4.54,4
29905856,12138024,WASHINGTON,45.46359,9.16396,Entire home/apt,120,2.08,2
29916484,184116903,BUENOS AIRES - VENEZIA,45.48443,9.2114,Entire home/apt,173,2.78,2
29918032,64159389,TICINESE,45.45028,9.18175,Entire home/apt,50,1.69,2
29920862,11386797,TICINESE,45.44554,9.17727,Entire home/apt,398,2.32,2
29921664,165457530,GRATOSOGLIO - TICINELLO,45.41551,9.16571,Private room,59,5.76,4
29933218,5013109,ORTOMERCATO,45.4543514,9.2250276,Entire home/apt,121,2.91,2
29933827,137624242,FORZE ARMATE,45.46067,9.11268,Entire home/apt,100,6.09,5
29953534,6086308,BUENOS AIRES - VENEZIA,45.47945,9.20628,Private room,21,2.1,2
29957262,10091281,LORETO,45.4891,9.21964,Private room,73,3.58,3
29959334,225229585,XXII MARZO,45.45914,9.2083,Private room,950,1.49,1
29961686,46457653,MECENATE,45.46148,9.24357,Entire home/apt,95,4.15,3
29969799,68607140,LORETO,45.49056,9.21251,Entire home/apt,99,3.4,3
29980833,201469982,DUOMO,45.46391,9.19928,Private room,127,0.68,1
29981740,32148502,BUENOS AIRES - VENEZIA,45.47576,9.20361,Entire home/apt,175,1.64,2
29982168,32148502,BUENOS AIRES - VENEZIA,45.47696,9.20165,Entire home/apt,159,1.66,2
29982294,34110991,TICINESE,45.44852,9.18152,Entire home/apt,120,1.88,2
29996478,49200027,BRERA,45.47356,9.18258,Private room,70,1.22,1
29998972,113248651,LORETO,45.4862,9.23255,Private room,35,4.09,3
30006663,29953329,CORSICA,45.46233,9.23016,Entire home/apt,206,3.1,3
30007079,64520889,AFFORI,45.51378,9.17647,Private room,44,5.63,4
30008288,225549092,BUENOS AIRES - VENEZIA,45.4764,9.21132,Shared room,149,2.12,2
30008483,225568234,DUOMO,45.46025,9.18271,Entire home/apt,338,0.75,1
30033261,66583125,UMBRIA - MOLISE,45.45674,9.21759,Entire home/apt,100,2.27,2
30033416,144571626,VIGENTINA,45.45358,9.19035,Entire home/apt,220,1.18,1
30033576,222364749,SARPI,45.48087,9.17268,Entire home/apt,5000,2.32,2
30037672,158317747,CENTRALE,45.49095,9.20403,Entire home/apt,130,3.16,3
30054736,5047682,BRERA,45.47445,9.18283,Entire home/apt,461,1.29,1
30055720,225864339,ISOLA,45.48978,9.18341,Entire home/apt,84,2.9,2
30060086,62008607,TORTONA,45.457443,9.163761,Entire home/apt,117,2.22,2
30066369,305441431,PORTA ROMANA,45.45383,9.20378,Private room,163,1.55,2
30067664,60412550,SARPI,45.47877,9.17342,Entire home/apt,98,2.1,2
30075321,11650983,BUENOS AIRES - VENEZIA,45.47546,9.20558,Entire home/apt,199,1.72,2
30088844,219393422,XXII MARZO,45.46296,9.20962,Entire home/apt,55,1.49,1
30090343,3997014,SCALO ROMANA,45.44557,9.20913,Entire home/apt,114,2.53,2
30098975,183458802,GIAMBELLINO,45.45155,9.1491,Entire home/apt,54,3.53,3
30101552,216835474,BUENOS AIRES - VENEZIA,45.46878,9.20962,Entire home/apt,89,1.57,2
30103247,93126633,WASHINGTON,45.45717,9.15563,Entire home/apt,45,2.84,2
30103868,226195643,PADOVA,45.50252,9.23647,Entire home/apt,50,5.57,4
30121230,138123370,GHISOLFA,45.49015,9.17042,Private room,74,3.29,3
30122166,130393845,GIAMBELLINO,45.4477,9.14916,Entire home/apt,95,3.72,3
30143766,23560571,CENTRALE,45.49655,9.21689,Entire home/apt,60,4.15,3
30150988,2452841,XXII MARZO,45.459427719558,9.207020066678524,Entire home/apt,89,1.39,1
30158558,1268779,DE ANGELI - MONTE ROSA,45.47168,9.14827,Entire home/apt,55,3.41,3
30168268,144357965,VIGENTINA,45.44909,9.19573,Entire home/apt,99,1.73,2
30172867,211685581,AFFORI,45.51654,9.17447,Entire home/apt,62,5.96,4
30190862,10011143,DUOMO,45.46399,9.19661,Entire home/apt,242,0.47,1
30198136,221536230,STADERA,45.43531,9.18344,Entire home/apt,100,3.26,3
30203946,49442118,BUENOS AIRES - VENEZIA,45.47535,9.22191,Entire home/apt,89,2.74,2
30204943,226868521,MAGENTA - S. VITTORE,45.46772,9.1762,Private room,90,1.19,1
30205367,226876232,BUENOS AIRES - VENEZIA,45.48406600952149,9.21048355102539,Entire home/apt,156,2.7,2
30206898,23586430,SARPI,45.4826369,9.1722378,Entire home/apt,100,2.5,2
30242615,8222054,BUENOS AIRES - VENEZIA,45.47424883755547,9.207107573747637,Entire home/apt,120,1.71,2
30249440,26275562,VIGENTINA,45.45106,9.19536,Entire home/apt,100,1.51,2
30252715,184240059,EX OM - MORIVIONE,45.4383179,9.1943319,Private room,202,2.89,2
30262614,28851116,COMASINA,45.5285171,9.1627103,Entire home/apt,71,7.48,5
30265384,211657305,SARPI,45.48145,9.17457,Entire home/apt,94,2.29,2
30266467,25096601,TIBALDI,45.43924,9.18239,Entire home/apt,75,2.85,2
30266713,164288925,NIGUARDA - CA' GRANDA,45.51304,9.18987,Entire home/apt,42,5.44,4
30281683,21797259,QT 8,45.486989,9.141367,Private room,78,4.6,4
30289057,227487758,MAGENTA - S. VITTORE,45.45866,9.17344,Entire home/apt,107,1.47,1
30290880,31060372,NAVIGLI,45.45179,9.17068,Entire home/apt,120,2.08,2
30304170,9025189,BUENOS AIRES - VENEZIA,45.47813,9.20625,Entire home/apt,64,1.98,2
30304276,227594049,CITTA' STUDI,45.46954,9.22904,Entire home/apt,73,3.06,3
30310611,25254158,TORTONA,45.45525,9.15976,Private room,120,2.6,2
30312911,12748358,PARCO LAMBRO - CIMIANO,45.48921,9.23706,Entire home/apt,105,4.58,4
30330473,33050236,XXII MARZO,45.45557,9.21259,Private room,60,1.97,2
30338493,153879253,NAVIGLI,45.45204,9.17121,Entire home/apt,88,2.03,2
30341637,97073267,TICINESE,45.44594,9.17937,Private room,55,2.21,2
30346695,24849900,CENTRALE,45.48191,9.20061,Entire home/apt,192,2.12,2
30359304,73720318,BRERA,45.47143,9.18655,Entire home/apt,99,0.87,1
30361397,181407515,TICINESE,45.45552,9.17522,Entire home/apt,100,1.54,2
30364341,227979615,PAGANO,45.47083,9.15692,Private room,40,2.73,2
30367036,109787559,PADOVA,45.50373,9.23782,Private room,66,5.74,4
30368261,108180207,XXII MARZO,45.457,9.20689,Entire home/apt,80,1.51,2
30370056,4627170,SARPI,45.48488,9.17005,Entire home/apt,75,2.81,2
30373373,227805099,TICINESE,45.44795,9.17827,Entire home/apt,81,2.05,2
30386584,225568234,DUOMO,45.46245,9.1832,Entire home/apt,290,0.61,1
30393450,228224265,LORETO,45.49117,9.22135,Hotel room,124,3.85,3
30394021,10278917,BRERA,45.47854,9.18256,Entire home/apt,100,1.72,2
30407895,227991584,GHISOLFA,45.4893,9.16956,Entire home/apt,94,3.24,3
30412193,228350103,LORETO,45.49238,9.21931,Entire home/apt,45,3.86,3
30415451,115921973,NAVIGLI,45.451200778724115,9.171620028677795,Entire home/apt,218,2.07,2
30419045,107878582,MAGENTA - S. VITTORE,45.45726,9.17427,Entire home/apt,170,1.49,1
30421453,3403944,SARPI,45.48184,9.17222,Entire home/apt,183,2.43,2
30422287,223003900,VIGENTINA,45.45147,9.18713,Shared room,20,1.44,1
30454118,228648308,CORSICA,45.46681,9.22514,Entire home/apt,170,2.72,2
30456531,228660748,UMBRIA - MOLISE,45.45423,9.21892,Entire home/apt,80,2.48,2
30458715,81603390,ISOLA,45.48937,9.18297,Entire home/apt,55,2.87,2
30459984,28954724,GHISOLFA,45.48851391733712,9.155453214802195,Entire home/apt,85,3.85,3
30462950,27877185,GARIBALDI REPUBBLICA,45.48146,9.18991,Entire home/apt,170,1.92,2
30493831,228860081,S. CRISTOFORO,45.44636,9.15785,Private room,45,3.23,3
30495440,5442586,BRERA,45.46749,9.18962,Entire home/apt,465,0.38,1
30495461,5442586,DUOMO,45.46367,9.18698,Entire home/apt,537,0.29,1
30496207,5442586,DUOMO,45.46272,9.18727,Entire home/apt,651,0.3,1
30505577,106056846,VIGENTINA,45.45014,9.19494,Entire home/apt,177,1.6,2
30506088,5287265,GIAMBELLINO,45.45351,9.152,Private room,50,3.24,3
30506814,214491629,GRATOSOGLIO - TICINELLO,45.41695,9.17047,Entire home/apt,80,5.49,4
30528172,624463,WASHINGTON,45.46371,9.15406,Hotel room,168,2.85,2
30531412,36359388,GUASTALLA,45.46274,9.19992,Entire home/apt,65,0.75,1
30554634,624463,WASHINGTON,45.46377,9.15386,Hotel room,178,2.87,2
30561907,51167938,BRERA,45.47733,9.19234,Entire home/apt,134,1.47,1
30562371,52113727,LODI - CORVETTO,45.44302,9.21483,Private room,49,3.02,3
30576006,225549092,BUENOS AIRES - VENEZIA,45.47668,9.20921,Shared room,144,2.01,2
30576939,225549092,BUENOS AIRES - VENEZIA,45.47669,9.21074,Hotel room,157,2.1,2
30577992,225549092,BUENOS AIRES - VENEZIA,45.4784,9.20946,Hotel room,238,2.16,2
30581734,22653884,NAVIGLI,45.45219,9.16985,Entire home/apt,106,2.1,2
30603653,134755339,BUENOS AIRES - VENEZIA,45.4758,9.20656,Entire home/apt,117,1.8,2
30619161,94381808,CANTALUPA,45.42324,9.1642,Private room,18,5,4
30644475,142406294,TIBALDI,45.44152,9.18018,Entire home/apt,57,2.65,2
30683157,211168232,XXII MARZO,45.45808,9.20649,Entire home/apt,131,1.42,1
30683479,40099546,XXII MARZO,45.46343,9.2143,Private room,50,1.86,2
30687788,40947076,CENTRALE,45.48352,9.20543,Entire home/apt,118,2.45,2
30703070,15186006,WASHINGTON,45.46641,9.14776,Entire home/apt,36,3.35,3
30706153,3983977,SARPI,45.48749,9.16101,Entire home/apt,500,3.47,3
30712176,130123099,CITTA' STUDI,45.47151,9.23552,Entire home/apt,116,3.6,3
30724899,115208878,CITTA' STUDI,45.47073,9.22734,Entire home/apt,160,2.96,2
30727533,28642592,MACIACHINI - MAGGIOLINA,45.5025,9.19803,Entire home/apt,70,4.3,3
30728139,149376891,BRERA,45.47676,9.18923,Entire home/apt,408,1.4,1
30728864,99023155,BUENOS AIRES - VENEZIA,45.4806,9.20866,Entire home/apt,110,2.31,2
30731749,21491179,SARPI,45.4806,9.16821,Entire home/apt,81,2.53,2
30732560,101005543,CENTRALE,45.48623,9.21026,Entire home/apt,101,2.9,2
30733172,27086623,BRERA,45.48011,9.18663,Entire home/apt,316,1.8,2
30739984,230061062,STADERA,45.43623,9.1777,Entire home/apt,79,3.27,3
30753357,21491179,SARPI,45.48043,9.16879,Entire home/apt,83,2.48,2
30760229,230169531,NAVIGLI,45.45276,9.16999,Entire home/apt,98,2.05,2
30760281,230140176,XXII MARZO,45.46004,9.20763,Entire home/apt,153,1.41,1
30760724,167974380,VILLAPIZZONE,45.49717,9.15109,Shared room,12,4.79,4
30760828,17023800,CENTRALE,45.48162,9.2028199999999991,Entire home/apt,143,2.16,2
30766888,17341246,GARIBALDI REPUBBLICA,45.48512,9.19874,Entire home/apt,145,2.42,2
30780823,225549092,BUENOS AIRES - VENEZIA,45.4768,9.20917,Hotel room,152,2.02,2
30795192,2652799,BUENOS AIRES - VENEZIA,45.47582,9.21931,Entire home/apt,120,2.59,2
30808058,191343231,DUOMO,45.46059,9.18491,Entire home/apt,450,0.6,1
30808336,152198143,CENTRALE,45.49029,9.20763,Entire home/apt,46,3.2,3
30810518,9596867,TICINESE,45.45609,9.17963,Entire home/apt,380,1.24,1
30810856,2718914,SARPI,45.48683,9.16137,Entire home/apt,296,3.4,3
30816831,3450672,LORETO,45.48751,9.22279,Entire home/apt,100,3.62,3
30819116,33176537,GUASTALLA,45.46387,9.20259,Entire home/apt,400,0.94,1
30819889,230543278,BOVISA,45.49876,9.16532,Shared room,15,4.32,3
30838265,230619884,SARPI,45.48108,9.1711,Entire home/apt,153,2.42,2
30847086,230985836,BUENOS AIRES - VENEZIA,45.47809,9.21113,Entire home/apt,190,2.23,2
30853191,5041533,GUASTALLA,45.45986,9.19778,Entire home/apt,500,0.74,1
30853980,45133299,CENTRALE,45.48996,9.20675,Entire home/apt,74,3.14,3
30871356,229207984,BUENOS AIRES - VENEZIA,45.48169,9.21784,Private room,90,2.89,2
30899879,68414609,VIGENTINA,45.45217,9.19235,Entire home/apt,62,1.34,1
30900342,209975858,BUENOS AIRES - VENEZIA,45.48053,9.21693,Entire home/apt,60,2.75,2
30904846,58030794,SARPI,45.48374,9.16368,Entire home/apt,120,3.02,3
30906499,132969655,CENTRALE,45.48238,9.2043,Entire home/apt,120,2.29,2
30906638,9596837,LAMBRATE,45.48032,9.24911,Entire home/apt,800,4.91,4
30921046,16697919,GIAMBELLINO,45.4504,9.15403,Entire home/apt,70,3.24,3
30923835,69078258,BUENOS AIRES - VENEZIA,45.48027,9.21686,Entire home/apt,92,2.72,2
30925975,231103465,WASHINGTON,45.465244,9.160047,Entire home/apt,119,2.39,2
30926886,40420524,CENTRALE,45.48373,9.19897,Entire home/apt,190,2.27,2
30928573,10146057,VILLAPIZZONE,45.49482,9.14291,Entire home/apt,79,5.05,4
30932001,66025282,STADERA,45.43636,9.18381,Entire home/apt,55,3.14,3
30947817,18061271,BANDE NERE,45.4627,9.13428,Entire home/apt,55,4.4,3
30950807,24887502,CITTA' STUDI,45.4695,9.22496,Entire home/apt,400,2.75,2
30972203,165351128,TICINESE,45.44803,9.17736,Entire home/apt,173,2.07,2
30975798,16366171,GIAMBELLINO,45.44987,9.13959,Entire home/apt,78,4.29,3
31009472,81416192,WASHINGTON,45.46305,9.14879,Entire home/apt,600,3.26,3
31013769,2113799,VILLAPIZZONE,45.49734,9.14628,Entire home/apt,93,5.06,4
31014972,231635388,LORETO,45.49457,9.22004,Entire home/apt,40,4.09,3
31020608,215228024,GRECO,45.49933,9.20872,Entire home/apt,150,4.16,3
31030241,161542994,BUENOS AIRES - VENEZIA,45.47444,9.21151,Entire home/apt,150,1.99,2
31034450,211168232,PADOVA,45.50422,9.2389,Entire home/apt,688,5.84,4
31040604,231850811,EX OM - MORIVIONE,45.43857,9.19942,Private room,32,2.93,2
31064429,232059933,TICINESE,45.44893,9.17967,Entire home/apt,560,1.9,2
31067072,19555608,DERGANO,45.49972,9.17448,Private room,25,4.15,3
31078988,232193906,GIAMBELLINO,45.45335,9.14841,Entire home/apt,70,3.51,3
31079729,232198223,AFFORI,45.51027,9.17,Entire home/apt,79,5.38,4
31084363,45260719,PORTA ROMANA,45.45193,9.21207,Entire home/apt,190,2.16,2
31084415,78480709,LORETO,45.49287,9.22106,Entire home/apt,97,3.98,3
31100842,51133959,SELINUNTE,45.47142,9.1343,Entire home/apt,78,4.47,3
31108880,45260719,PORTA ROMANA,45.4524,9.21395,Entire home/apt,190,2.25,2
31113449,232514749,PADOVA,45.50909,9.24855,Private room,53,6.74,5
31114959,45260719,UMBRIA - MOLISE,45.45011,9.21453,Entire home/apt,100,2.44,2
31116451,17023800,BRERA,45.47148,9.1854,Entire home/apt,239,0.91,1
31120637,78480709,LORETO,45.48824,9.21741,Entire home/apt,85,3.4,3
31124682,3410534,GRECO,45.50169,9.20834,Entire home/apt,106,4.4,3
31140538,232746420,BRERA,45.47412,9.18192,Entire home/apt,203,1.3,1
31141563,226080573,GARIBALDI REPUBBLICA,45.48138,9.19641,Entire home/apt,140,1.97,2
31142968,1612386,XXII MARZO,45.45731,9.21324,Entire home/apt,700,1.93,2
31161272,174590119,BRERA,45.47385,9.18656,Entire home/apt,246,1.12,1
31163628,42859304,CITTA' STUDI,45.47022,9.22535,Entire home/apt,100,2.8,2
31165135,6672417,TICINESE,45.45549,9.17479,Entire home/apt,371,1.57,2
31169418,232972203,BRERA,45.4764,9.19037,Shared room,40,1.36,1
31181918,4417813,BUENOS AIRES - VENEZIA,45.48305,9.21255,Entire home/apt,147,2.71,2
31183583,193462010,BOVISA,45.50333,9.16045,Entire home/apt,70,4.95,4
31187385,21740597,LORETO,45.49017,9.22514,Private room,40,3.96,3
31197671,40331005,VILLAPIZZONE,45.50117,9.13439,Entire home/apt,90,6.01,5
31222995,186234399,LODI - CORVETTO,45.44536,9.21546,Entire home/apt,90,2.86,2
31233334,1491837,CORSICA,45.46732,9.22978,Entire home/apt,99,3.08,3
31234878,105181984,NIGUARDA - CA' GRANDA,45.51966,9.1933,Entire home/apt,78,6.18,5
31235025,24920785,RIPAMONTI,45.43601,9.2036,Shared room,39,3.3,3
31246519,162807431,SELINUNTE,45.46878,9.14442,Entire home/apt,70,3.64,3
31247386,231072954,CITTA' STUDI,45.47461,9.23164,Private room,89,3.41,3
31248058,233789202,LORETO,45.48934,9.2171,Entire home/apt,53,3.48,3
31250675,233803839,GALLARATESE,45.50151,9.10871,Private room,100,7.62,6
31254055,141455556,DUOMO,45.459,9.17743,Private room,200,1.18,1
31255503,6426079,ISOLA,45.4884,9.1844,Entire home/apt,350,2.74,2
31256644,80659541,VIGENTINA,45.45303,9.2,Entire home/apt,450,1.44,1
31262154,130862,UMBRIA - MOLISE,45.45405,9.21779,Entire home/apt,43,2.41,2
31273515,84531343,SELINUNTE,45.47178,9.14213,Private room,30,3.87,3
31275908,233784746,BUENOS AIRES - VENEZIA,45.48535,9.21669,Hotel room,500,3.12,3
31280085,218883936,LODI - CORVETTO,45.44279,9.22797,Entire home/apt,290,3.77,3
31285037,232126041,ISOLA,45.4892,9.18415,Entire home/apt,200,2.83,2
31287937,231154752,LORETO,45.49006,9.22065,Entire home/apt,76,3.72,3
31306064,14743308,GRECO,45.50947,9.20622,Entire home/apt,122,5.19,4
31306976,207057103,SCALO ROMANA,45.44455,9.2095,Entire home/apt,80,2.64,2
31309468,56202516,MACIACHINI - MAGGIOLINA,45.49596,9.19375,Entire home/apt,118,3.55,3
31312296,5198700,SARPI,45.48255,9.17338,Entire home/apt,90,2.44,2
31324347,28321617,SELINUNTE,45.47362,9.14034,Entire home/apt,58,4.06,3
31333760,56823192,NAVIGLI,45.4505,9.17046,Entire home/apt,164,2.19,2
31334449,38207127,MACIACHINI - MAGGIOLINA,45.49163,9.20331,Private room,75,3.21,3
31334520,234577703,DE ANGELI - MONTE ROSA,45.47015,9.14928,Entire home/apt,140,3.29,3
31335231,234585187,XXII MARZO,45.46013,9.21,Private room,30,1.58,2
31336832,277103402,VILLAPIZZONE,45.4944,9.1367,Entire home/apt,50,5.38,4
31344361,5010259,DE ANGELI - MONTE ROSA,45.47527,9.14826,Private room,250,3.53,3
31346375,45156762,CITTA' STUDI,45.46951,9.2291,Entire home/apt,80,3.07,3
31354490,20966612,GRECO,45.4988,9.21314,Entire home/apt,98,4.24,3
31367458,215050802,VIALE MONZA,45.52222,9.22517,Entire home/apt,500,7,5
31369595,154202949,TICINESE,45.45362,9.17902,Entire home/apt,70,1.48,1
31371427,234923661,RIPAMONTI,45.43226,9.20248,Entire home/apt,50,3.67,3
31374094,28147134,NAVIGLI,45.44719,9.15826,Entire home/apt,110,3.15,3
31374265,234964194,CENTRALE,45.48135,9.19923,Private room,65,2.03,2
31375028,31261542,CITTA' STUDI,45.47033,9.23326,Entire home/apt,58,3.4,3
31378483,4087076,QUARTO CAGNINO,45.47437,9.10728,Entire home/apt,95,6.6,5
31395948,89483664,NAVIGLI,45.45253,9.17141,Entire home/apt,80,1.98,2
31396012,230140176,BANDE NERE,45.45926,9.13178,Entire home/apt,85,4.62,4
31397559,234982074,MACIACHINI - MAGGIOLINA,45.49294,9.19429,Entire home/apt,92,3.21,3
31400477,21690900,BANDE NERE,45.45811,9.14734,Entire home/apt,380,3.44,3
31400884,152198143,CENTRALE,45.49012,9.20569,Entire home/apt,47,3.12,3
31404255,59426118,BUENOS AIRES - VENEZIA,45.48058,9.21654,Entire home/apt,45,2.73,2
31410706,31793443,WASHINGTON,45.4639,9.16114,Private room,57,2.3,2
31428015,5047682,BRERA,45.47566,9.18948,Entire home/apt,368,1.28,1
31428733,130517559,SELINUNTE,45.47401,9.13983,Private room,36,4.11,3
31429340,34434905,TICINESE,45.45518,9.17537,Private room,100,1.55,2
31433451,5719971,BUENOS AIRES - VENEZIA,45.47648,9.20375,Entire home/apt,135,1.71,2
31433777,17341343,SARPI,45.47882,9.17819,Entire home/apt,129,1.89,2
31434861,235462416,BOVISA,45.50203,9.16716,Private room,28,4.59,4
31459750,15040535,DUOMO,45.45909,9.18541,Entire home/apt,172,0.7,1
31466018,146487860,DERGANO,45.49753,9.17653,Entire home/apt,65,3.87,3
31466570,235462416,BOVISA,45.50031,9.16713,Private room,28,4.42,3
31466620,10222391,NAVIGLI,45.44996,9.17713,Entire home/apt,200,1.9,2
31479638,34277872,BUENOS AIRES - VENEZIA,45.47298,9.20954,Entire home/apt,148,1.78,2
31480732,5844500,WASHINGTON,45.4588,9.15407,Private room,160,2.91,2
31484288,101839090,DUOMO,45.462,9.19404,Entire home/apt,290,0.36,1
31484473,235878792,DERGANO,45.50287,9.17449,Entire home/apt,36,4.49,3
31484800,43652106,BUENOS AIRES - VENEZIA,45.48053,9.2124,Entire home/apt,186,2.49,2
31485574,235887911,GIAMBELLINO,45.45063,9.13954,Entire home/apt,37,4.26,3
31488200,95014137,S. CRISTOFORO,45.43833,9.15379,Private room,70,4.07,3
31502635,11257960,BUENOS AIRES - VENEZIA,45.47163,9.20892,Entire home/apt,89,1.66,2
31503020,45433768,CENTRALE,45.49075,9.20471,Entire home/apt,125,3.16,3
31506463,49981525,VILLAPIZZONE,45.49596,9.14425,Private room,120,5.06,4
31506618,42477814,VIGENTINA,45.44738,9.19618,Entire home/apt,24,1.92,2
31509753,25008898,LAMBRATE,45.47144,9.23814,Entire home/apt,100,3.8,3
31514108,17185831,AFFORI,45.51955,9.16916,Entire home/apt,75,6.39,5
31514782,17185831,AFFORI,45.51988,9.17052,Entire home/apt,75,6.39,5
31515579,1938643,S. SIRO,45.47736,9.11631,Private room,26,5.98,4
31516218,1938643,S. SIRO,45.47741,9.11818,Private room,40,5.84,4
31517079,24259050,BUENOS AIRES - VENEZIA,45.48314,9.20836,Private room,53,2.53,2
31523104,13198085,WASHINGTON,45.46399,9.15833,Entire home/apt,90,2.52,2
31524198,10300363,TORTONA,45.4528,9.15698,Entire home/apt,150,2.91,2
31524326,5573372,LORETO,45.49317,9.21761,Entire home/apt,150,3.86,3
31524673,4829449,WASHINGTON,45.46116,9.16122,Entire home/apt,140,2.32,2
31530180,8124732,NAVIGLI,45.44868,9.17253,Entire home/apt,65,2.23,2
31532521,192035246,S. SIRO,45.47896,9.13759,Entire home/apt,750,4.45,3
31536904,17185831,AFFORI,45.52113,9.16878,Entire home/apt,77,6.56,5
31538151,17185831,AFFORI,45.51921,9.17003,Entire home/apt,75,6.33,5
31538603,236371457,LORENTEGGIO,45.44893,9.13332,Entire home/apt,56,4.78,4
31538771,17185831,AFFORI,45.51936,9.17067,Entire home/apt,75,6.34,5
31539025,12207044,BRERA,45.47883,9.18848,Entire home/apt,102,1.64,2
31539224,17185831,AFFORI,45.52015,9.17043,Entire home/apt,77,6.42,5
31551094,236480295,RIPAMONTI,45.43456,9.19872,Entire home/apt,65,3.36,3
31551735,522476,GHISOLFA,45.49065,9.16392,Entire home/apt,134,3.61,3
31558165,66683539,PORTELLO,45.48627471923828,9.156099319458008,Entire home/apt,250,3.64,3
31559009,160403835,BUENOS AIRES - VENEZIA,45.47426,9.21501,Entire home/apt,45,2.21,2
31560612,305441431,PORTA ROMANA,45.45383,9.20378,Private room,163,1.55,2
31560855,305441431,PORTA ROMANA,45.45388,9.20377,Private room,163,1.54,2
31561428,305441431,PORTA ROMANA,45.45383,9.20378,Private room,163,1.55,2
31561944,305441431,PORTA ROMANA,45.45388,9.20377,Private room,163,1.54,2
31564208,236589862,BUENOS AIRES - VENEZIA,45.47553,9.20544,Private room,150,1.72,2
31564987,23121870,GARIBALDI REPUBBLICA,45.48122,9.1919,Entire home/apt,150,1.9,2
31565586,61131384,TORTONA,45.45596,9.15591,Private room,40,2.86,2
31575681,234720655,TORTONA,45.45115,9.15655,Private room,150,3.03,3
31582588,130517559,SELINUNTE,45.47491,9.1387,Entire home/apt,93,4.22,3
31582891,236744517,DUOMO,45.46036,9.17812,Entire home/apt,136,1.06,1
31587283,158317747,BUENOS AIRES - VENEZIA,45.47764,9.20505,Entire home/apt,131,1.88,2
31602792,22236867,CENTRALE,45.4824,9.20217,Entire home/apt,400,2.22,2
31607602,109486680,BOVISA,45.5053,9.16117,Entire home/apt,99,5.12,4
31607922,152198143,CENTRALE,45.49434,9.20854,Entire home/apt,122,3.64,3
31608594,152198143,CENTRALE,45.49233,9.20701,Entire home/apt,122,3.39,3
31609597,30096553,GALLARATESE,45.49053,9.11832,Entire home/apt,110,6.36,5
31611272,223055382,AFFORI,45.51373,9.17519,Private room,20,5.64,4
31623961,41458702,MACIACHINI - MAGGIOLINA,45.50293,9.19716,Entire home/apt,200,4.34,3
31635449,48273710,STADERA,45.43496,9.17507,Entire home/apt,129,3.47,3
31642786,30834090,BRERA,45.47143,9.18487,Entire home/apt,245,0.92,1
31645744,144357965,BUENOS AIRES - VENEZIA,45.47971,9.21071,Entire home/apt,134,2.34,2
31658249,27693585,GARIBALDI REPUBBLICA,45.48216,9.18717,Entire home/apt,222,2.02,2
31660393,3601376,GARIBALDI REPUBBLICA,45.48145,9.186,Entire home/apt,220,1.95,2
31660704,37499500,GIAMBELLINO,45.44971,9.14782,Entire home/apt,350,3.71,3
31661034,36069755,TORTONA,45.45272,9.16373,Entire home/apt,500,2.45,2
31663729,237405154,S. CRISTOFORO,45.44371,9.15543,Entire home/apt,70,3.57,3
31681255,6636705,ADRIANO,45.51299,9.24326,Entire home/apt,231,6.81,5
31682509,125703074,GRECO,45.50737,9.2016,Entire home/apt,78,4.88,4
31686683,14743308,LODI - CORVETTO,45.44378,9.217,Entire home/apt,98,3.07,3
